__source_row,session_id,label,feature_group,model,raw_fusion_state,raw_confidence,raw_confidence_gap,raw_confidence_level,raw_probabilities,final_state,temporal_confidence,temporal_confidence_gap,temporal_confidence_level,temporal_probabilities,temporal_samples,temporal_window,temporal_window_full,raw_focused_prob,temporal_focused_prob,raw_distracted_prob,temporal_distracted_prob,raw_fatigued_prob,temporal_fatigued_prob,raw_overloaded_prob,temporal_overloaded_prob,__ground_truth,eval_raw_state,eval_raw_confidence,eval_raw_confidence_percent,eval_raw_second_class,eval_raw_second_probability,eval_raw_confidence_gap,eval_raw_confidence_level,eval_raw_probabilities,eval_raw_probability_sum,eval_raw_probability_valid,eval_temporal_state,eval_temporal_confidence,eval_temporal_confidence_percent,eval_temporal_second_class,eval_temporal_second_probability,eval_temporal_confidence_gap,eval_temporal_confidence_level,eval_temporal_probabilities,eval_temporal_samples,eval_temporal_window,eval_temporal_window_full,eval_temporal_probability_sum,eval_temporal_probability_valid,eval_raw_focused_prob,eval_temporal_focused_prob,eval_raw_distracted_prob,eval_temporal_distracted_prob,eval_raw_fatigued_prob,eval_temporal_fatigued_prob,eval_raw_overloaded_prob,eval_temporal_overloaded_prob
20,fatigued_20260610_220102_bcc174bd,fatigued,multimodal_all,catboost,fatigued,0.9248011624856668,0.8949375729778902,High,"{""focused"": 0.02016492954826185, ""distracted"": 0.029863589507776414, ""fatigued"": 0.9248011624856667, ""overloaded"": 0.025170318458295107}",fatigued,0.9248011624856668,0.8949375729778902,High,"{""focused"": 0.02016492954826185, ""distracted"": 0.029863589507776414, ""fatigued"": 0.9248011624856667, ""overloaded"": 0.025170318458295107}",1,5,False,0.0201649295482618,0.0201649295482618,0.0298635895077764,0.0298635895077764,0.9248011624856668,0.9248011624856668,0.0251703184582951,0.0251703184582951,fatigued,fatigued,0.9248011624856667,92.48011624856667,distracted,0.029863589507776414,0.8949375729778902,High,"{""focused"": 0.02016492954826185, ""distracted"": 0.029863589507776414, ""fatigued"": 0.9248011624856667, ""overloaded"": 0.025170318458295107}",1.0,True,fatigued,0.9248011624856667,92.48011624856667,distracted,0.029863589507776414,0.8949375729778902,High,"{""focused"": 0.02016492954826185, ""distracted"": 0.029863589507776414, ""fatigued"": 0.9248011624856667, ""overloaded"": 0.025170318458295107}",1,5,False,1.0,True,0.02016492954826185,0.02016492954826185,0.029863589507776414,0.029863589507776414,0.9248011624856667,0.9248011624856667,0.025170318458295107,0.025170318458295107
21,fatigued_20260610_222542_3ec6fe44,fatigued,multimodal_all,catboost,fatigued,0.8952850463833201,0.85203907960369,High,"{""focused"": 0.028325141076201935, ""distracted"": 0.03314384576084785, ""fatigued"": 0.8952850463833201, ""overloaded"": 0.04324596677963012}",fatigued,0.8952850463833201,0.85203907960369,High,"{""focused"": 0.028325141076201935, ""distracted"": 0.03314384576084785, ""fatigued"": 0.8952850463833201, ""overloaded"": 0.04324596677963012}",1,5,False,0.0283251410762019,0.0283251410762019,0.0331438457608478,0.0331438457608478,0.8952850463833201,0.8952850463833201,0.0432459667796301,0.0432459667796301,fatigued,fatigued,0.8952850463833201,89.52850463833201,overloaded,0.04324596677963012,0.85203907960369,High,"{""focused"": 0.028325141076201935, ""distracted"": 0.03314384576084785, ""fatigued"": 0.8952850463833201, ""overloaded"": 0.04324596677963012}",1.0,True,fatigued,0.8952850463833201,89.52850463833201,overloaded,0.04324596677963012,0.85203907960369,High,"{""focused"": 0.028325141076201935, ""distracted"": 0.03314384576084785, ""fatigued"": 0.8952850463833201, ""overloaded"": 0.04324596677963012}",1,5,False,1.0,True,0.028325141076201935,0.028325141076201935,0.03314384576084785,0.03314384576084785,0.8952850463833201,0.8952850463833201,0.04324596677963012,0.04324596677963012
22,fatigued_20260610_223009_05e8da1a,fatigued,multimodal_all,catboost,fatigued,0.9547384135299756,0.938923805583742,High,"{""focused"": 0.013982385999643611, ""distracted"": 0.015464592524147173, ""fatigued"": 0.9547384135299756, ""overloaded"": 0.015814607946233697}",fatigued,0.9547384135299756,0.938923805583742,High,"{""focused"": 0.013982385999643611, ""distracted"": 0.015464592524147173, ""fatigued"": 0.9547384135299756, ""overloaded"": 0.015814607946233697}",1,5,False,0.0139823859996436,0.0139823859996436,0.0154645925241471,0.0154645925241471,0.9547384135299756,0.9547384135299756,0.0158146079462336,0.0158146079462336,fatigued,fatigued,0.9547384135299756,95.47384135299755,overloaded,0.015814607946233697,0.9389238055837419,High,"{""focused"": 0.013982385999643611, ""distracted"": 0.015464592524147173, ""fatigued"": 0.9547384135299756, ""overloaded"": 0.015814607946233697}",1.0,True,fatigued,0.9547384135299756,95.47384135299755,overloaded,0.015814607946233697,0.9389238055837419,High,"{""focused"": 0.013982385999643611, ""distracted"": 0.015464592524147173, ""fatigued"": 0.9547384135299756, ""overloaded"": 0.015814607946233697}",1,5,False,1.0,True,0.013982385999643611,0.013982385999643611,0.015464592524147173,0.015464592524147173,0.9547384135299756,0.9547384135299756,0.015814607946233697,0.015814607946233697
23,fatigued_20260611_050356_c0eeb044,fatigued,multimodal_all,catboost,fatigued,0.9004605634931347,0.8612561768810065,High,"{""focused"": 0.03353231937795407, ""distracted"": 0.03920438661212824, ""fatigued"": 0.9004605634931347, ""overloaded"": 0.026802730516782985}",fatigued,0.9004605634931347,0.8612561768810065,High,"{""focused"": 0.03353231937795407, ""distracted"": 0.03920438661212824, ""fatigued"": 0.9004605634931347, ""overloaded"": 0.026802730516782985}",1,5,False,0.033532319377954,0.033532319377954,0.0392043866121282,0.0392043866121282,0.9004605634931347,0.9004605634931347,0.0268027305167829,0.0268027305167829,fatigued,fatigued,0.9004605634931347,90.04605634931347,distracted,0.03920438661212824,0.8612561768810065,High,"{""focused"": 0.03353231937795407, ""distracted"": 0.03920438661212824, ""fatigued"": 0.9004605634931347, ""overloaded"": 0.026802730516782985}",1.0,True,fatigued,0.9004605634931347,90.04605634931347,distracted,0.03920438661212824,0.8612561768810065,High,"{""focused"": 0.03353231937795407, ""distracted"": 0.03920438661212824, ""fatigued"": 0.9004605634931347, ""overloaded"": 0.026802730516782985}",1,5,False,1.0,True,0.03353231937795407,0.03353231937795407,0.03920438661212824,0.03920438661212824,0.9004605634931347,0.9004605634931347,0.026802730516782985,0.026802730516782985
24,fatigued_20260611_082539_7de65c8a,fatigued,multimodal_all,catboost,fatigued,0.9141460969015556,0.8822836649498718,High,"{""focused"": 0.027292947914410344, ""distracted"": 0.026698523232350075, ""fatigued"": 0.9141460969015557, ""overloaded"": 0.031862431951683944}",fatigued,0.9141460969015556,0.8822836649498718,High,"{""focused"": 0.027292947914410344, ""distracted"": 0.026698523232350075, ""fatigued"": 0.9141460969015557, ""overloaded"": 0.031862431951683944}",1,5,False,0.0272929479144103,0.0272929479144103,0.02669852323235,0.02669852323235,0.9141460969015556,0.9141460969015556,0.0318624319516839,0.0318624319516839,fatigued,fatigued,0.9141460969015557,91.41460969015557,overloaded,0.031862431951683944,0.8822836649498718,High,"{""focused"": 0.027292947914410344, ""distracted"": 0.026698523232350075, ""fatigued"": 0.9141460969015557, ""overloaded"": 0.031862431951683944}",1.0,True,fatigued,0.9141460969015557,91.41460969015557,overloaded,0.031862431951683944,0.8822836649498718,High,"{""focused"": 0.027292947914410344, ""distracted"": 0.026698523232350075, ""fatigued"": 0.9141460969015557, ""overloaded"": 0.031862431951683944}",1,5,False,1.0,True,0.027292947914410344,0.027292947914410344,0.026698523232350075,0.026698523232350075,0.9141460969015557,0.9141460969015557,0.031862431951683944,0.031862431951683944
25,fatigued_20260611_083525_5d35bb3e,fatigued,multimodal_all,catboost,fatigued,0.8864208332513603,0.84165897702593,High,"{""focused"": 0.03551019006840424, ""distracted"": 0.04476185622543043, ""fatigued"": 0.8864208332513603, ""overloaded"": 0.03330712045480509}",fatigued,0.8864208332513603,0.84165897702593,High,"{""focused"": 0.03551019006840424, ""distracted"": 0.04476185622543043, ""fatigued"": 0.8864208332513603, ""overloaded"": 0.03330712045480509}",1,5,False,0.0355101900684042,0.0355101900684042,0.0447618562254304,0.0447618562254304,0.8864208332513603,0.8864208332513603,0.033307120454805,0.033307120454805,fatigued,fatigued,0.8864208332513603,88.64208332513603,distracted,0.04476185622543043,0.84165897702593,High,"{""focused"": 0.03551019006840424, ""distracted"": 0.04476185622543043, ""fatigued"": 0.8864208332513603, ""overloaded"": 0.03330712045480509}",1.0,True,fatigued,0.8864208332513603,88.64208332513603,distracted,0.04476185622543043,0.84165897702593,High,"{""focused"": 0.03551019006840424, ""distracted"": 0.04476185622543043, ""fatigued"": 0.8864208332513603, ""overloaded"": 0.03330712045480509}",1,5,False,1.0,True,0.03551019006840424,0.03551019006840424,0.04476185622543043,0.04476185622543043,0.8864208332513603,0.8864208332513603,0.03330712045480509,0.03330712045480509
26,fatigued_20260611_113334_ffe3e369,fatigued,multimodal_all,catboost,fatigued,0.9267257445091832,0.8994017631297507,High,"{""focused"": 0.021678022510246045, ""distracted"": 0.027323981379432406, ""fatigued"": 0.9267257445091831, ""overloaded"": 0.02427225160113842}",fatigued,0.9267257445091832,0.8994017631297507,High,"{""focused"": 0.021678022510246045, ""distracted"": 0.027323981379432406, ""fatigued"": 0.9267257445091831, ""overloaded"": 0.02427225160113842}",1,5,False,0.021678022510246,0.021678022510246,0.0273239813794324,0.0273239813794324,0.9267257445091832,0.9267257445091832,0.0242722516011384,0.0242722516011384,fatigued,fatigued,0.9267257445091831,92.6725744509183,distracted,0.027323981379432406,0.8994017631297507,High,"{""focused"": 0.021678022510246045, ""distracted"": 0.027323981379432406, ""fatigued"": 0.9267257445091831, ""overloaded"": 0.02427225160113842}",1.0,True,fatigued,0.9267257445091831,92.6725744509183,distracted,0.027323981379432406,0.8994017631297507,High,"{""focused"": 0.021678022510246045, ""distracted"": 0.027323981379432406, ""fatigued"": 0.9267257445091831, ""overloaded"": 0.02427225160113842}",1,5,False,1.0,True,0.021678022510246045,0.021678022510246045,0.027323981379432406,0.027323981379432406,0.9267257445091831,0.9267257445091831,0.02427225160113842,0.02427225160113842
27,fatigued_20260611_122522_3fd04a41,fatigued,multimodal_all,catboost,fatigued,0.9171033894352048,0.887641052316895,High,"{""focused"": 0.029462337118309704, ""distracted"": 0.027357838186325624, ""fatigued"": 0.9171033894352048, ""overloaded"": 0.026076435260159937}",fatigued,0.9171033894352048,0.887641052316895,High,"{""focused"": 0.029462337118309704, ""distracted"": 0.027357838186325624, ""fatigued"": 0.9171033894352048, ""overloaded"": 0.026076435260159937}",1,5,False,0.0294623371183097,0.0294623371183097,0.0273578381863256,0.0273578381863256,0.9171033894352048,0.9171033894352048,0.0260764352601599,0.0260764352601599,fatigued,fatigued,0.9171033894352048,91.71033894352047,focused,0.029462337118309704,0.887641052316895,High,"{""focused"": 0.029462337118309704, ""distracted"": 0.027357838186325624, ""fatigued"": 0.9171033894352048, ""overloaded"": 0.026076435260159937}",1.0,True,fatigued,0.9171033894352048,91.71033894352047,focused,0.029462337118309704,0.887641052316895,High,"{""focused"": 0.029462337118309704, ""distracted"": 0.027357838186325624, ""fatigued"": 0.9171033894352048, ""overloaded"": 0.026076435260159937}",1,5,False,1.0,True,0.029462337118309704,0.029462337118309704,0.027357838186325624,0.027357838186325624,0.9171033894352048,0.9171033894352048,0.026076435260159937,0.026076435260159937
28,fatigued_20260611_122853_bf69ddbe,fatigued,multimodal_all,catboost,fatigued,0.9060074846692552,0.869437757352993,High,"{""focused"": 0.028825689743206963, ""distracted"": 0.03656972731626216, ""fatigued"": 0.9060074846692552, ""overloaded"": 0.028597098271275705}",fatigued,0.9060074846692552,0.869437757352993,High,"{""focused"": 0.028825689743206963, ""distracted"": 0.03656972731626216, ""fatigued"": 0.9060074846692552, ""overloaded"": 0.028597098271275705}",1,5,False,0.0288256897432069,0.0288256897432069,0.0365697273162621,0.0365697273162621,0.9060074846692552,0.9060074846692552,0.0285970982712757,0.0285970982712757,fatigued,fatigued,0.9060074846692552,90.60074846692552,distracted,0.03656972731626216,0.869437757352993,High,"{""focused"": 0.028825689743206963, ""distracted"": 0.03656972731626216, ""fatigued"": 0.9060074846692552, ""overloaded"": 0.028597098271275705}",1.0,True,fatigued,0.9060074846692552,90.60074846692552,distracted,0.03656972731626216,0.869437757352993,High,"{""focused"": 0.028825689743206963, ""distracted"": 0.03656972731626216, ""fatigued"": 0.9060074846692552, ""overloaded"": 0.028597098271275705}",1,5,False,1.0,True,0.028825689743206963,0.028825689743206963,0.03656972731626216,0.03656972731626216,0.9060074846692552,0.9060074846692552,0.028597098271275705,0.028597098271275705
29,fatigued_20260611_123424_2c9769b1,fatigued,multimodal_all,catboost,fatigued,0.91704695962883,0.8891961808885552,High,"{""focused"": 0.027850778740274734, ""distracted"": 0.027487155837841497, ""fatigued"": 0.91704695962883, ""overloaded"": 0.027615105793053773}",fatigued,0.91704695962883,0.8891961808885552,High,"{""focused"": 0.027850778740274734, ""distracted"": 0.027487155837841497, ""fatigued"": 0.91704695962883, ""overloaded"": 0.027615105793053773}",1,5,False,0.0278507787402747,0.0278507787402747,0.0274871558378414,0.0274871558378414,0.91704695962883,0.91704695962883,0.0276151057930537,0.0276151057930537,fatigued,fatigued,0.91704695962883,91.704695962883,focused,0.027850778740274734,0.8891961808885552,High,"{""focused"": 0.027850778740274734, ""distracted"": 0.027487155837841497, ""fatigued"": 0.91704695962883, ""overloaded"": 0.027615105793053773}",1.0,True,fatigued,0.91704695962883,91.704695962883,focused,0.027850778740274734,0.8891961808885552,High,"{""focused"": 0.027850778740274734, ""distracted"": 0.027487155837841497, ""fatigued"": 0.91704695962883, ""overloaded"": 0.027615105793053773}",1,5,False,1.0,True,0.027850778740274734,0.027850778740274734,0.027487155837841497,0.027487155837841497,0.91704695962883,0.91704695962883,0.027615105793053773,0.027615105793053773
30,fatigued_20260611_134932_c53fc270,fatigued,multimodal_all,catboost,fatigued,0.8919640167428037,0.8463240482570724,High,"{""focused"": 0.030443593795545374, ""distracted"": 0.03195242097591973, ""fatigued"": 0.8919640167428037, ""overloaded"": 0.04563996848573124}",fatigued,0.8919640167428037,0.8463240482570724,High,"{""focused"": 0.030443593795545374, ""distracted"": 0.03195242097591973, ""fatigued"": 0.8919640167428037, ""overloaded"": 0.04563996848573124}",1,5,False,0.0304435937955453,0.0304435937955453,0.0319524209759197,0.0319524209759197,0.8919640167428037,0.8919640167428037,0.0456399684857312,0.0456399684857312,fatigued,fatigued,0.8919640167428037,89.19640167428037,overloaded,0.04563996848573124,0.8463240482570724,High,"{""focused"": 0.030443593795545374, ""distracted"": 0.03195242097591973, ""fatigued"": 0.8919640167428037, ""overloaded"": 0.04563996848573124}",1.0,True,fatigued,0.8919640167428037,89.19640167428037,overloaded,0.04563996848573124,0.8463240482570724,High,"{""focused"": 0.030443593795545374, ""distracted"": 0.03195242097591973, ""fatigued"": 0.8919640167428037, ""overloaded"": 0.04563996848573124}",1,5,False,1.0,True,0.030443593795545374,0.030443593795545374,0.03195242097591973,0.03195242097591973,0.8919640167428037,0.8919640167428037,0.04563996848573124,0.04563996848573124
31,focused_20260611_203933_8705813b,focused,multimodal_all,catboost,focused,0.9380762515927796,0.915523403986826,High,"{""focused"": 0.9380762515927795, ""distracted"": 0.021124430646233323, ""fatigued"": 0.018246470155033622, ""overloaded"": 0.022552847605953486}",focused,0.9380762515927796,0.915523403986826,High,"{""focused"": 0.9380762515927795, ""distracted"": 0.021124430646233323, ""fatigued"": 0.018246470155033622, ""overloaded"": 0.022552847605953486}",1,5,False,0.9380762515927796,0.9380762515927796,0.0211244306462333,0.0211244306462333,0.0182464701550336,0.0182464701550336,0.0225528476059534,0.0225528476059534,focused,focused,0.9380762515927795,93.80762515927795,overloaded,0.022552847605953486,0.9155234039868261,High,"{""focused"": 0.9380762515927795, ""distracted"": 0.021124430646233323, ""fatigued"": 0.018246470155033622, ""overloaded"": 0.022552847605953486}",1.0,True,focused,0.9380762515927795,93.80762515927795,overloaded,0.022552847605953486,0.9155234039868261,High,"{""focused"": 0.9380762515927795, ""distracted"": 0.021124430646233323, ""fatigued"": 0.018246470155033622, ""overloaded"": 0.022552847605953486}",1,5,False,1.0,True,0.9380762515927795,0.9380762515927795,0.021124430646233323,0.021124430646233323,0.018246470155033622,0.018246470155033622,0.022552847605953486,0.022552847605953486
32,focused_20260611_210728_8bbad72c,focused,multimodal_all,catboost,focused,0.9140150210029814,0.8815955090038963,High,"{""focused"": 0.9140150210029814, ""distracted"": 0.03241951199908516, ""fatigued"": 0.024313756618672452, ""overloaded"": 0.029251710379261022}",focused,0.9140150210029814,0.8815955090038963,High,"{""focused"": 0.9140150210029814, ""distracted"": 0.03241951199908516, ""fatigued"": 0.024313756618672452, ""overloaded"": 0.029251710379261022}",1,5,False,0.9140150210029814,0.9140150210029814,0.0324195119990851,0.0324195119990851,0.0243137566186724,0.0243137566186724,0.029251710379261,0.029251710379261,focused,focused,0.9140150210029814,91.40150210029813,distracted,0.03241951199908516,0.8815955090038963,High,"{""focused"": 0.9140150210029814, ""distracted"": 0.03241951199908516, ""fatigued"": 0.024313756618672452, ""overloaded"": 0.029251710379261022}",1.0,True,focused,0.9140150210029814,91.40150210029813,distracted,0.03241951199908516,0.8815955090038963,High,"{""focused"": 0.9140150210029814, ""distracted"": 0.03241951199908516, ""fatigued"": 0.024313756618672452, ""overloaded"": 0.029251710379261022}",1,5,False,1.0,True,0.9140150210029814,0.9140150210029814,0.03241951199908516,0.03241951199908516,0.024313756618672452,0.024313756618672452,0.029251710379261022,0.029251710379261022
33,focused_20260611_213418_a9735159,focused,multimodal_all,catboost,focused,0.8935589750162699,0.850536258753594,High,"{""focused"": 0.8935589750162699, ""distracted"": 0.04302271626267597, ""fatigued"": 0.025732564642502186, ""overloaded"": 0.037685744078552}",focused,0.8935589750162699,0.850536258753594,High,"{""focused"": 0.8935589750162699, ""distracted"": 0.04302271626267597, ""fatigued"": 0.025732564642502186, ""overloaded"": 0.037685744078552}",1,5,False,0.8935589750162699,0.8935589750162699,0.0430227162626759,0.0430227162626759,0.0257325646425021,0.0257325646425021,0.037685744078552,0.037685744078552,focused,focused,0.8935589750162699,89.35589750162698,distracted,0.04302271626267597,0.850536258753594,High,"{""focused"": 0.8935589750162699, ""distracted"": 0.04302271626267597, ""fatigued"": 0.025732564642502186, ""overloaded"": 0.037685744078552}",1.0,True,focused,0.8935589750162699,89.35589750162698,distracted,0.04302271626267597,0.850536258753594,High,"{""focused"": 0.8935589750162699, ""distracted"": 0.04302271626267597, ""fatigued"": 0.025732564642502186, ""overloaded"": 0.037685744078552}",1,5,False,1.0,True,0.8935589750162699,0.8935589750162699,0.04302271626267597,0.04302271626267597,0.025732564642502186,0.025732564642502186,0.037685744078552,0.037685744078552
34,focused_20260611_220056_fa2d702f,focused,multimodal_all,catboost,focused,0.8335767329207977,0.7616521029441584,High,"{""focused"": 0.8335767329207977, ""distracted"": 0.04878837594299175, ""fatigued"": 0.045710261159571226, ""overloaded"": 0.07192462997663927}",focused,0.8335767329207977,0.7616521029441584,High,"{""focused"": 0.8335767329207977, ""distracted"": 0.04878837594299175, ""fatigued"": 0.045710261159571226, ""overloaded"": 0.07192462997663927}",1,5,False,0.8335767329207977,0.8335767329207977,0.0487883759429917,0.0487883759429917,0.0457102611595712,0.0457102611595712,0.0719246299766392,0.0719246299766392,focused,focused,0.8335767329207977,83.35767329207977,overloaded,0.07192462997663927,0.7616521029441584,High,"{""focused"": 0.8335767329207977, ""distracted"": 0.04878837594299175, ""fatigued"": 0.045710261159571226, ""overloaded"": 0.07192462997663927}",1.0,True,focused,0.8335767329207977,83.35767329207977,overloaded,0.07192462997663927,0.7616521029441584,High,"{""focused"": 0.8335767329207977, ""distracted"": 0.04878837594299175, ""fatigued"": 0.045710261159571226, ""overloaded"": 0.07192462997663927}",1,5,False,1.0,True,0.8335767329207977,0.8335767329207977,0.04878837594299175,0.04878837594299175,0.045710261159571226,0.045710261159571226,0.07192462997663927,0.07192462997663927
35,focused_20260611_221312_f3529433,focused,multimodal_all,catboost,focused,0.945036444814784,0.9244344441579038,High,"{""focused"": 0.9450364448147839, ""distracted"": 0.020602000656880146, ""fatigued"": 0.01733201555548546, ""overloaded"": 0.017029538972850543}",focused,0.945036444814784,0.9244344441579038,High,"{""focused"": 0.9450364448147839, ""distracted"": 0.020602000656880146, ""fatigued"": 0.01733201555548546, ""overloaded"": 0.017029538972850543}",1,5,False,0.945036444814784,0.945036444814784,0.0206020006568801,0.0206020006568801,0.0173320155554854,0.0173320155554854,0.0170295389728505,0.0170295389728505,focused,focused,0.9450364448147839,94.50364448147839,distracted,0.020602000656880146,0.9244344441579038,High,"{""focused"": 0.9450364448147839, ""distracted"": 0.020602000656880146, ""fatigued"": 0.01733201555548546, ""overloaded"": 0.017029538972850543}",1.0,True,focused,0.9450364448147839,94.50364448147839,distracted,0.020602000656880146,0.9244344441579038,High,"{""focused"": 0.9450364448147839, ""distracted"": 0.020602000656880146, ""fatigued"": 0.01733201555548546, ""overloaded"": 0.017029538972850543}",1,5,False,1.0,True,0.9450364448147839,0.9450364448147839,0.020602000656880146,0.020602000656880146,0.01733201555548546,0.01733201555548546,0.017029538972850543,0.017029538972850543
36,focused_20260611_222352_60ef74fc,focused,multimodal_all,catboost,focused,0.9340469015330546,0.9109605255231932,High,"{""focused"": 0.9340469015330546, ""distracted"": 0.023086376009861517, ""fatigued"": 0.02087743311506745, ""overloaded"": 0.021989289342016494}",focused,0.9340469015330546,0.9109605255231932,High,"{""focused"": 0.9340469015330546, ""distracted"": 0.023086376009861517, ""fatigued"": 0.02087743311506745, ""overloaded"": 0.021989289342016494}",1,5,False,0.9340469015330546,0.9340469015330546,0.0230863760098615,0.0230863760098615,0.0208774331150674,0.0208774331150674,0.0219892893420164,0.0219892893420164,focused,focused,0.9340469015330546,93.40469015330545,distracted,0.023086376009861517,0.9109605255231931,High,"{""focused"": 0.9340469015330546, ""distracted"": 0.023086376009861517, ""fatigued"": 0.02087743311506745, ""overloaded"": 0.021989289342016494}",1.0,True,focused,0.9340469015330546,93.40469015330545,distracted,0.023086376009861517,0.9109605255231931,High,"{""focused"": 0.9340469015330546, ""distracted"": 0.023086376009861517, ""fatigued"": 0.02087743311506745, ""overloaded"": 0.021989289342016494}",1,5,False,1.0,True,0.9340469015330546,0.9340469015330546,0.023086376009861517,0.023086376009861517,0.02087743311506745,0.02087743311506745,0.021989289342016494,0.021989289342016494
37,focused_20260611_235854_79d13967,focused,multimodal_all,catboost,focused,0.8649128131244261,0.798950112633284,High,"{""focused"": 0.8649128131244261, ""distracted"": 0.06596270049114215, ""fatigued"": 0.031062172087737434, ""overloaded"": 0.0380623142966943}",focused,0.8649128131244261,0.798950112633284,High,"{""focused"": 0.8649128131244261, ""distracted"": 0.06596270049114215, ""fatigued"": 0.031062172087737434, ""overloaded"": 0.0380623142966943}",1,5,False,0.8649128131244261,0.8649128131244261,0.0659627004911421,0.0659627004911421,0.0310621720877374,0.0310621720877374,0.0380623142966943,0.0380623142966943,focused,focused,0.8649128131244261,86.49128131244261,distracted,0.06596270049114215,0.798950112633284,High,"{""focused"": 0.8649128131244261, ""distracted"": 0.06596270049114215, ""fatigued"": 0.031062172087737434, ""overloaded"": 0.0380623142966943}",1.0,True,focused,0.8649128131244261,86.49128131244261,distracted,0.06596270049114215,0.798950112633284,High,"{""focused"": 0.8649128131244261, ""distracted"": 0.06596270049114215, ""fatigued"": 0.031062172087737434, ""overloaded"": 0.0380623142966943}",1,5,False,1.0,True,0.8649128131244261,0.8649128131244261,0.06596270049114215,0.06596270049114215,0.031062172087737434,0.031062172087737434,0.0380623142966943,0.0380623142966943
38,focused_20260612_003501_ccbc539d,focused,multimodal_all,catboost,focused,0.9216777862796952,0.894620173905667,High,"{""focused"": 0.9216777862796952, ""distracted"": 0.02705761237402823, ""fatigued"": 0.025975129231539003, ""overloaded"": 0.025289472114737567}",focused,0.9216777862796952,0.894620173905667,High,"{""focused"": 0.9216777862796952, ""distracted"": 0.02705761237402823, ""fatigued"": 0.025975129231539003, ""overloaded"": 0.025289472114737567}",1,5,False,0.9216777862796952,0.9216777862796952,0.0270576123740282,0.0270576123740282,0.025975129231539,0.025975129231539,0.0252894721147375,0.0252894721147375,focused,focused,0.9216777862796952,92.16777862796953,distracted,0.02705761237402823,0.894620173905667,High,"{""focused"": 0.9216777862796952, ""distracted"": 0.02705761237402823, ""fatigued"": 0.025975129231539003, ""overloaded"": 0.025289472114737567}",1.0,True,focused,0.9216777862796952,92.16777862796953,distracted,0.02705761237402823,0.894620173905667,High,"{""focused"": 0.9216777862796952, ""distracted"": 0.02705761237402823, ""fatigued"": 0.025975129231539003, ""overloaded"": 0.025289472114737567}",1,5,False,1.0,True,0.9216777862796952,0.9216777862796952,0.02705761237402823,0.02705761237402823,0.025975129231539003,0.025975129231539003,0.025289472114737567,0.025289472114737567
39,focused_20260612_034628_551c12e3,focused,multimodal_all,catboost,focused,0.944038704203846,0.9234558464154128,High,"{""focused"": 0.9440387042038461, ""distracted"": 0.020582857788433297, ""fatigued"": 0.01722677880213887, ""overloaded"": 0.018151659205581813}",focused,0.944038704203846,0.9234558464154128,High,"{""focused"": 0.9440387042038461, ""distracted"": 0.020582857788433297, ""fatigued"": 0.01722677880213887, ""overloaded"": 0.018151659205581813}",1,5,False,0.944038704203846,0.944038704203846,0.0205828577884332,0.0205828577884332,0.0172267788021388,0.0172267788021388,0.0181516592055818,0.0181516592055818,focused,focused,0.9440387042038461,94.4038704203846,distracted,0.020582857788433297,0.9234558464154128,High,"{""focused"": 0.9440387042038461, ""distracted"": 0.020582857788433297, ""fatigued"": 0.01722677880213887, ""overloaded"": 0.018151659205581813}",1.0,True,focused,0.9440387042038461,94.4038704203846,distracted,0.020582857788433297,0.9234558464154128,High,"{""focused"": 0.9440387042038461, ""distracted"": 0.020582857788433297, ""fatigued"": 0.01722677880213887, ""overloaded"": 0.018151659205581813}",1,5,False,1.0,True,0.9440387042038461,0.9440387042038461,0.020582857788433297,0.020582857788433297,0.01722677880213887,0.01722677880213887,0.018151659205581813,0.018151659205581813
40,focused_20260612_035522_d8732fb0,focused,multimodal_all,catboost,focused,0.96120406606271,0.9469392986469816,High,"{""focused"": 0.96120406606271, ""distracted"": 0.01426476741572836, ""fatigued"": 0.011859031565742204, ""overloaded"": 0.012672134955819429}",focused,0.96120406606271,0.9469392986469816,High,"{""focused"": 0.96120406606271, ""distracted"": 0.01426476741572836, ""fatigued"": 0.011859031565742204, ""overloaded"": 0.012672134955819429}",1,5,False,0.96120406606271,0.96120406606271,0.0142647674157283,0.0142647674157283,0.0118590315657422,0.0118590315657422,0.0126721349558194,0.0126721349558194,focused,focused,0.96120406606271,96.120406606271,distracted,0.01426476741572836,0.9469392986469817,High,"{""focused"": 0.96120406606271, ""distracted"": 0.01426476741572836, ""fatigued"": 0.011859031565742204, ""overloaded"": 0.012672134955819429}",1.0,True,focused,0.96120406606271,96.120406606271,distracted,0.01426476741572836,0.9469392986469817,High,"{""focused"": 0.96120406606271, ""distracted"": 0.01426476741572836, ""fatigued"": 0.011859031565742204, ""overloaded"": 0.012672134955819429}",1,5,False,1.0,True,0.96120406606271,0.96120406606271,0.01426476741572836,0.01426476741572836,0.011859031565742204,0.011859031565742204,0.012672134955819429,0.012672134955819429
