model,cv_accuracy_mean,cv_accuracy_std,cv_macro_f1_mean,cv_macro_f1_std
logistic_regression,0.9870967741935484,0.012069862537980446,0.9870967741935484,0.012069862537980446
svm_rbf,0.9838709677419356,0.017668469596940826,0.9838642473118281,0.01768074021897032
random_forest,0.9741406663141194,0.01641764815393526,0.9737460463927372,0.016947336117260542
gaussian_naive_bayes,0.9514013749338975,0.014666936129466488,0.9513786529544234,0.014479774271504174
